school_id,name
33,"МБУ СШОР №13 Волгарь, Самарская область"
33,"Самарская область, СШОР №13 ""Волгарь"""
32,"Приморский край, ООО ""Владлед"" ""СК ""Полюс"""
31,"Вологодская область, АУ ВО СШОР Витязь"
31,"Вологодская обдасть, АУ ВО ""СШОР ВИТЯЗЬ"" г. Великий Устюг"
30,"ООО ""Вилеса Айс"""
28,"ГБУ МАФКК Вдохновение, г. Москва"
28,"Москва, ГБУ ДО ""Московская академия ФКК"" Вдохновение"
28,"Москва, МАФК школа ""Вдохновение"""
28,"Москва, ГБУ """"Московская академия ФКК"""" Вдохновение"""
28,"Москва, МАФКК школа ""Вдохновение"""
28,"Москва, ГБУ ДО МАФКК школа ""Вдохновение"""
28,"Москва, ГБУ ДО МАФКК, ""Вдохновение"""
28,"Москва, Сам обл, МАФКК ""Вдохновение"", СШОР №1"
27,АНО ДО ФСО ШФК Буревестник
27,"АНО ДО ФСО ""ШФК Буревестник"""
27,"Санкт-Петербург, АНО ДО ФСО ШФК ""Буревестник"""
27,"АНО ДО ФСО ""ШФК ""Буревестник"""
27,АНО ДО ФСО «ШФК «Буревестник»
27,"АНО ДО ФСО ""ШФКнК ""Буревестник"""
26,"Брянская область, СШ по ФКК ГАУ СК ""Брянск"""
26,"Брянская область, СК ""Брянск"""
26,"СШ по фигурному катанию на коньках ГАУ ""СК ""Брянск"""
26,"Брянская область, СК Брянск"
26,СШ по фигурному катанию на коньках ГАУ «СК «Брянск»
26,"Брянская область, ГАУ ""СК ""Брянск"""
26,"ГАУ ""СК ""Брянск"", Брянская область"
25,АНО ФСО ШФК Бриллиантовый лед
25,"АНО ФСО ШФК ""Бриллиантовый лед"""
24,АНО ДО ШФК Е.Бережной
24,"Санкт-Петрбург, АНО ДОД ""ШФК Е. Бережной"""
24,АНО ДОД Школа ФК Е Бережной
24,"АНО ДОД ""ШФК Елены Бережной"""
24,"АНО ДОД ""ШФК Елены Бережной"" "
24,"АНО ДОД «ШФК Елены Бережной», Санкт-Петербург"
24,АНО ДОД Школа ФК Е. Бережной
23,"Новосибирская область, СШ ""Бердск"""
23,"Новосибирская обл., МБУ ДО ""СШ ""Бердск"""
22,"Архангельская область, Союз ""НП ФК ""Беломорец"""
21,"Московская область, СК ""Армия фигурного катания МО"""
21,"Московская область, ООО СК ""Армия фигурного катания"""
21,"Московская область, СК ""Армия фигурного катания"""
20,"Москва, СК ""Армия фигурного катания"""
20,"Москва, ООО ""СК Армия фигурного катания"""
20,"Москва, СК ""Армия ФК"""
19,"ЯНАО, СШ ""Арктур"""
19,"ЯНАО, МАУ СШ ""Арктур"""
18,"Курская область, СШ ""Арена"""
17,АНО ФСО Топ Тим
17,АНО ФСО ТОП ТИМ-лучшая команда
16,"Московская область, АФК ""Ангелы Плющенко"""
16,"Московская область, Академия ФК ""Ангелы Плющенко"""
16,"ООО ""Ангелы Плющенко"", Московская область"
15,"Москва, Академия ФК ""Ангелы Плющенко"""
15,"ООО Академия ФК Ангелы Плющенко, г. Москва"
15,"Москва, ООО """"Академия ФК """"Ангелы Плющенко"""""
15,г. Москва/ ООО Академия ФК Ангелы Плющенко
15,"г. Москва, ООО АФК Ангелы Плющенко"
15,"Москва, ООО Академия ФК ""Ангелы Плющенко"""
15,"Москва, ООО ""АФК ""Ангелы Плющенко"""
14,"Московская область, МУ СШОР Альберта Демченко"
14,"Московская область, МБУ СШОР Альберта Демченко"
13,"Краснодарский край, МБУ СШ ""Аллигатор"""
13,"Краснодарский край, МАУ СШ Аллигатор"
11,"Республика Мордовия, СШ ""Академия ФК"""
11,"Республика Мордовия, ГБУ ДО ""СШ ""Академия ФКК"""
10,"АНО АСКК, Москва"
10,"Москва, Академия синхронного катания"
9,Звездочка
9,"Звездочка, Северодвинск"
8,"Свердловская область, ШФК ""Айсберг"""
7,"Рязанская область, СШ ""Айсберг"""
7,"Рязанская обл., ГАУ РО СШ Айсберг"
7,"Рязанская область, ГАУ ДО РО ""СШ ""Айсберг"""
6,"Республика Крым, КРОО ""Айсберг"""
5,"МО Смольнинское, СФК Ice Dream ИП Карлинской"
5,"МО Смольнинский, СФК «Ice Dream» ИП Карлинская"
5,"Айсдрим, Санкт-Петербург"
5,Айсдрим
4,КФК Аврора
4,"МО г.Петергоф, СФК «Аврора»"
3,"Республика Татарстан, МБУ СШОР ""ФСО ""Авиатор"""
3,"Республика Татарстан, МБУ СШОР ""ФСО ""Авиатор"""" г.Казань"
3,"Республика Татарстан, СШОР ФСО Авиатор"
3,"СШОР ФСО Авиатор, Республика Татарстан"
3,"Республика Татарстан, МБУ ДО СШОР «ФСО ""Авиатор""»"
2,"ЯНАО, СШ ""Авангард"""
1,"Московская область, СШ ""Авангард"""
